BIL,BWX,^FTSE,^GSPC,^HSI
45.84,55.88,5783.7,1207.17,21623.38
45.84,55.74,5723.4,1205.94,21510.93
45.84,55.29,5665.3,1208.67,21454.94
45.84,55.3,5723.7,1217.28,21244.49
45.85,55.33,5753.9,1212.05,21587.06
45.84,54.85,5603.5,1183.71,21261.79
45.85,54.45,5586.6,1191.36,20949.4
45.85,54.66,5617.8,1206.78,20778.92
45.84,55.15,5553.3,1186.69,21108.59
45.85,54.72,5553.3,1202.26,20811.36
45.84,54.33,5411.1,1173.6,20763.05
45.85,53.61,5341.9,1165.87,20327.54
45.86,52.97,5261,1128.15,20133.41
45.86,53.11,5123,1110.88,19920.29
45.86,53.78,5387.4,1159.73,20426.64
45.86,53.91,5334.2,1155.79,20146.51
45.86,53.69,5383.5,1171.67,20212.49
45.85,53.29,5433.7,1157.44,20422.46
45.86,53.05,5262.9,1135.68,20145.43
45.86,52.78,5262.5,1136.94,19715.2
45.85,52.38,5307.3,1120.8,19944.94
45.86,52.97,5158.1,1115.05,19578.98
45.86,53.25,5073.1,1071.59,19545.83
45.86,53.17,5069.6,1073.65,19667.76
45.86,53.23,4940.7,1074.03,18985.5
45.87,52.62,5038.1,1067.95,19196.45
45.85,52.92,5195.2,1103.06,19431.37
45.86,53.14,5188.4,1089.41,19766.71
45.86,53.38,5163.3,1070.71,19496.95
45.87,52.89,5151.3,1098.38,19471.8
45.85,52.59,5211.2,1102.83,19786.71
45.87,52.61,5126,1064.88,19780.07
45.86,52.26,5069.1,1050.47,19378.15
45.87,52.49,5028.2,1062,19487.48
45.87,52.65,5085.9,1055.69,19621.24
45.87,52.86,5132.5,1086.84,19632.7
45.87,52.59,5163.7,1091.6,19872.38
45.85,53.02,5202.1,1089.63,20051.91
45.85,53.11,5217.8,1115.23,20062.15
45.85,53.54,5253.9,1116.04,20138.4
45.86,53.58,5250.8,1117.51,20286.71
45.85,53.49,5299.1,1113.2,20912.18
45.86,53.79,5247,1095.31,20819.08
45.86,53.78,5178.5,1092.04,20856.61
45.86,53.49,5100.2,1073.69,20733.49
45.86,53.89,5046.5,1076.76,20690.79
45.86,53.7,5071.7,1074.57,20726.68
45.86,53.49,4914.2,1041.24,20248.9
45.87,53.75,4916.9,1030.71,20128.99
45.86,54.28,4805.8,1027.37,20128.99
45.86,54.5,4838.1,1022.58,19905.32
45.85,54.59,4965,1028.06,20084.12
45.85,54.94,5014.8,1060.27,19857.07
45.86,54.87,5105.5,1070.25,20050.56
45.85,54.79,5132.9,1077.96,20378.66
45.86,54.55,5167,1078.75,20467.43
45.86,55.15,5271,1095.34,20431.06
45.86,55.08,5253.5,1095.17,20560.81
45.86,55.73,5211.3,1096.48,20255.62
45.86,55.92,5158.9,1064.88,20250.16
45.85,56.15,5148.3,1071.25,20090.95
45.85,55.97,5139.5,1083.48,20264.59
45.85,55.89,5214.6,1069.59,20487.23
45.85,55.86,5313.8,1093.67,20589.7
45.86,55.88,5312.6,1102.66,20815.33
45.84,56.29,5351.1,1115.01,20839.91
45.84,56.29,5365.7,1113.84,20973.39
45.85,55.78,5319.7,1106.13,21091.18
45.84,56.81,5314,1101.53,21093.82
45.85,57.03,5258,1101.6,21029.81
45.84,57.2,5397.1,1125.86,21412.79
45.84,58.17,5396.5,1120.46,21457.66
45.84,58.07,5386.2,1127.24,21549.88
45.84,58.15,5365.8,1125.81,21551.72
45.84,58.5,5332.4,1121.64,21678.8
45.84,58.37,5410.5,1127.79,21801.59
45.85,57.77,5376.4,1121.06,21473.6
45.86,57.23,5245.2,1089.47,21294.54
45.86,57.1,5266.1,1083.61,21105.71
45.86,56.32,5275.4,1079.25,21071.57
45.85,57.09,5276.1,1079.38,21112.12
45.86,57.21,5350.6,1092.54,21137.43
45.85,57.76,5302.9,1094.16,21022.73
45.85,57.62,5211.3,1075.63,21072.46
45.86,57.06,5195.3,1071.69,20981.82
45.85,56.9,5234.8,1067.36,20889.01
45.85,57.19,5156,1051.87,20658.71
45.86,57.56,5109.4,1055.33,20634.98
45.85,57.85,5155.8,1047.22,20612.06
45.85,57.78,5201.6,1064.59,20597.35
45.86,57.88,5201.6,1048.92,20737.22
45.85,58.01,5225.2,1049.33,20536.49
45.85,57.83,5366.4,1080.29,20623.83
45.86,57.93,5371,1090.1,20868.92
45.86,57.9,5428.2,1104.51,20971.5
45.85,57.77,5407.8,1091.84,21401.79
45.85,57.32,5429.7,1098.87,21088.86
45.85,57.13,5494.2,1104.18,21167.27
45.85,56.49,5501.6,1109.55,21257.39
45.85,57.87,5565.5,1121.9,21658.35
45.86,58.39,5567.4,1121.1,21696.04
45.86,57.65,5555.6,1125.07,21725.64
45.86,58.01,5540.1,1124.66,21691.45
45.85,57.63,5508.5,1125.59,21970.86
45.85,57.54,5602.5,1142.71,21977.34
45.85,58.13,5576.2,1139.78,22002.59
45.85,58.84,5551.9,1134.28,22047.71
45.86,59.4,5598.5,1148.67,22119.43
45.86,59.74,5573.4,1142.16,22340.84
45.85,59.99,5578.4,1147.7,22109.95
45.85,59.92,5569.3,1144.73,22378.67
45.85,59.96,5548.6,1141.2,22358.17
45.86,60.2,5556,1137.03,22618.66
45.85,60.84,5635.8,1160.75,22639.14
45.85,61.44,5681.4,1159.97,22880.41
45.85,61.37,5662.1,1158.06,22884.32
45.85,61.55,5657.6,1165.15,22944.18
45.85,61.59,5672.4,1165.32,23207.31
45.85,61.41,5661.6,1169.77,23121.7
45.85,61.49,5747.4,1178.1,23457.69
45.86,62.04,5727.2,1173.81,23852.17
45.85,61.56,5703.4,1176.19,23757.63
45.86,61.57,5742.5,1184.71,23469.38
45.85,60.42,5703.9,1165.9,23763.73
45.85,61.15,5728.9,1178.17,23556.5
45.85,61.01,5757.9,1180.26,23649.48
45.86,61.14,5741.4,1183.08,23517.54
45.85,61.4,5752,1185.62,23627.91
45.86,60.87,5707.3,1185.64,23601.24
45.86,60.38,5646,1182.45,23164.58
45.85,60.89,5677.9,1183.78,23210.86
45.86,61.24,5675.2,1183.26,23096.32
45.86,61.14,5694.6,1184.38,23652.94
45.84,61.47,5757.4,1193.57,23671.42
45.85,61.84,5749,1197.96,24144.67
45.85,62.26,5862.8,1221.06,24535.63
45.85,61.68,5875.4,1225.85,24876.82
45.85,61.37,5850,1223.25,24964.37
45.85,60.72,5875.2,1213.4,24710.6
45.85,60.57,5816.9,1218.71,24500.61
45.84,60.24,5815.2,1213.54,24700.3
45.86,60.04,5796.9,1199.21,24222.58
45.86,59.39,5820.4,1197.75,24027.18
45.86,58.79,5681.9,1178.34,23693.02
45.86,58.96,5692.6,1178.59,23214.46
45.85,59.18,5768.7,1196.69,23637.39
45.85,59.14,5732.8,1199.73,23605.71
45.85,59.36,5680.8,1197.84,23524.02
45.85,58.62,5581.3,1180.73,22896.14
45.86,58.47,5657.1,1198.35,23023.86
45.86,57.93,5668.7,1189.4,22877.25
45.86,56.89,5551,1187.76,23166.22
45.86,57.05,5528.3,1180.55,23007.99
45.85,57.15,5642.5,1206.07,23249.8
45.85,57.67,5767.6,1221.53,23448.78
45.86,58.2,5745.3,1224.71,23320.52
45.85,58.15,5770.3,1223.12,23237.69
45.85,57.58,5808.5,1223.75,23428.15
45.85,57.29,5794.5,1228.28,23092.52
45.86,57.27,5808,1233,23171.8
45.86,57.27,5813,1240.4,23162.91
45.86,57.92,5860.8,1240.46,23317.61
45.86,57.41,5891.2,1241.59,23431.19
45.85,57.04,5882.2,1235.23,22975.35
45.85,57.25,5881.1,1242.87,22668.78
45.86,57.33,5871.8,1243.91,22714.85
45.86,57.32,5891.6,1247.08,22639.08
45.86,57.19,5951.8,1254.6,22993.86
45.85,57.33,5983.5,1258.84,23045.19
45.85,57.54,5996.1,1256.77,22902.97
45.85,57.58,6008.9,1257.54,22833.8
45.86,57.63,6008.9,1258.51,22621.73
45.85,57.88,5996.4,1259.78,22969.3
45.86,57.95,5971,1257.88,22999.34
45.85,58.46,5899.9,1257.64,23035.45
45.86,58.44,5899.9,1271.87,23436.05
45.86,58.16,6013.9,1270.2,23668.48
45.86,57.33,6043.9,1276.56,23757.82
45.86,56.97,6019.5,1273.85,23786.3
45.85,56.72,5984.3,1271.5,23686.63
45.86,57.01,5956.3,1269.75,23527.26
45.86,56.97,6014,1274.48,23760.34
45.85,57.37,6050.7,1285.96,24125.61
45.85,57.89,6023.9,1283.76,24238.98
45.85,57.94,6002.1,1293.24,24283.23
45.85,58.04,6056.4,1295.02,24153.98
45.86,58.3,5976.7,1281.92,24419.62
45.86,58.02,5867.9,1280.26,24003.7
45.85,58.43,5896.3,1283.35,23876.86
45.85,58.82,5943.9,1290.84,23801.78
45.86,58.74,5917.7,1291.18,23788.83
45.85,58.66,5969.2,1296.63,23843.24
45.86,58.7,5965.1,1299.54,23779.62
45.85,58.52,5881.4,1276.34,23617.02
45.85,58.94,5862.9,1286.12,23447.34
45.85,59.36,5957.8,1307.59,23482.95
45.85,59.25,6000.1,1304.03,23908.96
45.85,58.51,6051,1319.05,23553.59
45.85,58.35,6091.3,1324.57,23484.3
45.86,58.08,6052.3,1320.88,23164.03
45.85,57.72,6020,1321.87,22708.62
45.85,57.73,6062.9,1329.15,22828.92
45.85,57.68,6060.1,1332.32,23121.06
45.86,57.86,6037.1,1328.01,22899.78
45.86,58.17,6085.3,1336.32,23156.97
45.86,58.62,6087.4,1340.43,23301.84
45.85,58.85,6083,1343.01,23595.24
45.85,58.96,5996.8,1315.44,22990.81
45.86,58.96,5923.5,1307.4,22906.9
45.86,59,5920,1306.1,22601.04
45.86,59.08,6001.2,1319.88,23012.37
45.85,59.33,5994,1327.22,23338.02
45.85,59.25,5935.8,1306.33,23396.42
45.86,59.7,5914.9,1308.44,23048.66
45.85,59.15,6005.1,1330.97,23122.42
45.86,59.59,5990.4,1321.15,23408.86
45.85,59.48,5973.8,1310.13,23313.19
45.85,59.04,5974.8,1321.82,23711.7
45.85,59.27,5937.3,1320.02,23810.11
45.85,58.92,5845.3,1295.11,23614.89
45.86,59.45,5828.7,1304.28,23249.78
45.86,60.04,5775.2,1296.39,23345.88
45.87,59.94,5695.3,1281.87,22678.25
45.87,60.14,5598.2,1256.88,22700.88
45.87,60.24,5696.1,1273.72,22284.43
45.87,60.5,5718.1,1279.21,22300.23
45.87,60.59,5786.1,1298.38,22685.22
45.85,60.51,5762.7,1293.77,22857.9
45.86,60.5,5795.9,1297.54,22825.4
45.85,60.44,5880.9,1309.66,22915.28
45.85,60.13,5900.8,1313.8,23158.67
45.86,60.05,5904.5,1310.19,23068.19
45.85,59.86,5932.2,1319.44,23060.36
45.86,59.84,5948.3,1328.26,23451.43
45.85,59.83,5908.8,1325.83,23527.52
45.85,59.81,6009.9,1332.41,23801.9
45.85,59.87,6017,1332.87,24150.58
45.85,59.56,6007.1,1332.63,24150.58
45.85,59.9,6041.1,1335.54,24285.05
45.86,59.79,6007.4,1333.51,24281.8
45.85,59.98,6055.8,1328.17,24396.07
45.85,60.05,6053.4,1324.46,24303.07
45.86,60.45,5964.5,1314.16,23976.37
45.86,60.36,6010.4,1314.41,24135.03
45.85,60.42,5963.8,1314.52,24014
45.86,60.54,5996,1319.68,24008.07
45.85,60.19,5870.1,1305.14,23830.31
45.85,60.53,5896.9,1312.62,23520.62
45.85,61.05,6022.3,1330.36,23896.1
45.85,61.44,6018.3,1337.38,24138.31
45.85,61.48,6018.3,1335.25,24138.31
45.85,61.79,6069.4,1347.24,24007.38
45.85,62.21,6068.2,1355.66,23892.84
45.85,62.51,6069.9,1360.48,23805.63
45.85,62.75,6069.9,1363.61,23720.81
45.85,62.79,6069.9,1361.22,23720.81
45.85,62.52,6082.9,1356.62,23633.25
45.87,62.54,5984.1,1347.32,23315.24
45.87,61.96,5920,1335.1,23261.61
45.87,61.64,5976.8,1340.2,23159.14
45.87,61.67,5942.7,1346.29,23336
45.87,61.36,5976,1342.08,23291.8
45.87,61.24,5945,1348.65,23073.76
45.86,60.87,5925.9,1337.77,23276.27
45.86,61.1,5923.7,1329.47,22960.63
45.86,60.97,5861,1328.98,22901.08
45.85,60.93,5923.5,1340.68,23011.14
45.87,61.25,5956,1343.6,23163.38
45.86,60.91,5948.5,1333.27,23199.39
45.86,60.65,5835.9,1317.37,22711.02
45.86,60.79,5858.4,1316.28,22730.78
45.86,60.81,5870.1,1320.47,22747.28
45.86,61.01,5881,1325.69,22900.79
45.86,61.64,5938.9,1331.1,23118.07
45.86,61.9,5990,1345.2,23684.13
45.85,61.64,5928.6,1314.55,23626.43
45.85,62.17,5847.9,1312.94,23253.84
45.85,62.67,5855,1300.16,22949.56
45.86,62.81,5864.7,1284.94,22868.67
45.86,62.53,5808.9,1279.56,22661.63
45.85,62.36,5856.3,1289,22609.83
45.86,61.92,5765.8,1270.98,22420.37
45.85,62.13,5773.5,1271.83,22508.08
45.86,62.02,5803.1,1287.87,22496
45.86,61.43,5742.6,1265.42,22343.77
45.86,61.58,5698.8,1267.64,21953.11
45.86,61.81,5714.9,1271.5,21695.26
45.86,61.82,5693.4,1278.36,21599.51
45.85,62.07,5775.3,1295.52,21850.59
45.86,61.95,5773,1287.14,21859.97
45.86,61.59,5674.4,1283.5,21759.14
45.85,61.4,5697.7,1268.45,22171.95
45.85,61.43,5722.3,1280.1,22041.77
45.85,61.53,5766.9,1296.67,22061.78
45.86,61.67,5856,1307.41,22061.18
45.86,61.77,5945.7,1320.64,22398.1
45.85,61.51,6024,1337.88,22747.95
45.86,61.43,6002.9,1339.22,22517.55
45.85,61.51,6054.6,1353.22,22530.18
45.85,61.44,5990.6,1343.8,22726.43
45.84,60.57,5929.2,1319.49,22347.23
45.85,60.58,5869,1313.64,21663.16
45.86,61.11,5906.4,1317.72,21926.88
45.86,61.27,5847,1308.87,21940.2
45.86,61.3,5843.7,1316.14,21875.38
45.86,60.96,5752.8,1305.44,21804.75
45.86,61.14,5790,1326.73,21902.4
45.85,61.67,5853.8,1325.84,22003.69
45.85,62.11,5899.9,1343.8,21987.29
45.86,62.09,5935,1345.02,22444.8
45.86,62.18,5925.3,1337.43,22293.29
45.86,62.45,5929.7,1331.94,22572.08
45.86,62.44,5856.6,1304.89,22541.69
45.86,62.32,5873.2,1300.67,22570.74
45.86,62.66,5815.2,1292.28,22440.25
45.86,62.2,5774.4,1286.94,22663.37
45.86,62.01,5718.4,1254.05,22421.46
45.86,62.41,5584.5,1260.34,21992.72
45.86,61.5,5393.1,1200.07,21884.74
45.86,61.97,5247,1199.38,20946.14
45.86,61.96,5069,1119.46,20490.57
45.86,62.5,5164.9,1172.53,19330.7
45.86,62.09,5007.2,1120.76,19783.67
45.86,62.25,5162.8,1172.64,19595.14
45.86,62.5,5320,1178.81,19620.01
45.86,63.26,5350.6,1204.49,20260.1
45.86,63.15,5357.6,1192.76,20212.08
45.86,63.54,5331.6,1193.89,20289.03
45.84,63.47,5092.2,1140.65,20016.27
45.86,63.65,5040.8,1123.53,19399.92
45.84,63.48,5095.3,1123.82,19486.87
45.86,63.67,5129.4,1162.35,19875.53
45.86,63.29,5205.9,1177.6,19466.79
45.84,63.04,5131.1,1159.27,19752.48
45.86,63.5,5129.9,1176.8,19582.88
45.86,63.6,5129.9,1210.08,19865.11
45.86,63.56,5268.7,1212.92,20204.17
45.86,63.13,5394.5,1218.89,20534.85
45.86,62.79,5418.7,1204.42,20585.33
45.86,62.62,5292,1173.97,20212.91
45.85,62,5156.8,1165.24,19710.5
45.84,62.41,5318.6,1198.62,20048
45.84,62.17,5340.4,1185.9,19912.82
45.85,61.51,5214.7,1154.23,19866.63
45.85,61.45,5129.6,1162.27,19030.54
45.84,61.45,5227,1188.68,19045.44
45.84,61.71,5337.5,1209.11,19181.5
45.84,61.6,5368.4,1216.01,19455.31
45.85,61.2,5259.6,1204.09,18917.95
45.85,61.08,5363.7,1202.09,19014.8
45.85,60.6,5288.4,1166.76,18824.17
45.84,60.26,5041.6,1129.56,17911.95
45.85,60.25,5066.8,1136.43,17668.83
45.85,60.75,5089.4,1162.95,17407.8
45.84,60.9,5294.1,1175.38,18130.55
45.85,60.43,5217.6,1151.06,18011.06
45.85,60.6,5196.8,1160.4,18011.06
45.85,60.11,5128.5,1131.42,17592.41
45.85,59.35,5075.5,1099.23,16822.15
45.85,59.5,4944.4,1123.95,16250.27
45.84,59.84,5291.3,1164.97,17172.28
45.85,60.2,5303.4,1155.46,17707.01
45.84,60.33,5399,1194.89,17711.06
45.85,60.58,5395.7,1195.54,18141.59
45.84,60.85,5441.8,1207.25,18329.46
45.85,60.84,5403.4,1203.66,18757.81
45.84,61.02,5466.4,1224.58,18501.79
45.84,60.71,5436.7,1200.86,18873.99
45.85,60.86,5410.4,1225.38,18076.46
45.85,60.6,5450.5,1209.88,18309.22
45.85,60.6,5384.7,1215.39,17983.1
45.84,60.98,5488.7,1238.25,18025.72
45.84,61.13,5548.1,1254.19,18771.82
45.85,61.11,5525.5,1229.05,18968.2
45.85,61.43,5553.2,1242,19066.54
45.84,62.26,5713.8,1284.59,19688.7
45.84,62.26,5702.2,1285.09,20019.24
45.83,61.11,5544.2,1253.3,19864.87
45.85,60.36,5421.6,1218.28,19369.96
45.84,60.55,5484.1,1237.9,19733.71
45.83,60.85,5545.6,1261.15,19242.5
45.84,60.58,5527.2,1253.23,19842.79
45.85,60.81,5510.8,1261.12,19677.89
45.85,61.08,5567.3,1275.92,19678.47
45.84,60,5460.4,1229.1,20014.43
45.85,60.12,5444.8,1239.7,18963.89
45.84,60.63,5545.4,1263.85,19137.17
45.85,60.33,5519,1251.78,19508.18
45.84,59.84,5517.4,1257.81,19348.44
45.85,59.24,5509,1236.91,18960.9
45.85,59.2,5423.1,1216.13,18817.47
45.85,59.32,5362.9,1215.65,18491.23
45.85,58.86,5222.6,1192.98,18225.85
45.84,58.89,5206.8,1188.04,18251.59
45.85,58.34,5139.8,1161.79,17864.43
45.85,57.72,5164.7,1158.67,17689.48
45.85,57.92,5312.8,1192.55,18037.81
45.83,58.1,5337,1195.19,18256.2
45.84,59.14,5505.4,1246.96,17989.35
45.83,58.99,5489.3,1244.58,19002.26
45.84,58.93,5552.3,1244.28,19040.39
45.84,58.91,5568,1257.08,19179.69
45.85,59.19,5568.7,1258.47,18942.23
45.84,59.58,5546.9,1261.01,19240.58
45.84,59.04,5483.8,1234.35,19107.81
45.83,59.16,5529.2,1255.19,18586.23
45.83,58.65,5427.9,1236.47,18575.66
45.83,58.18,5490.2,1225.73,18447.17
45.84,58.21,5366.8,1211.82,18354.43
45.83,58.39,5400.9,1215.75,18026.84
45.84,58.61,5387.3,1219.66,18285.39
45.84,58.71,5365,1205.35,18070.21
45.84,58.92,5419.6,1241.3,18080.2
45.84,58.88,5389.7,1243.72,18416.45
45.84,58.91,5457,1254,18378.23
45.84,58.88,5512.7,1265.33,18629.17
45.83,59.05,5512.7,1265.43,18629.17
45.83,58.55,5507.4,1249.64,18518.67
45.83,58.66,5566.8,1263.02,18397.92
45.83,58.83,5572.3,1257.6,18434.39
45.82,59.42,5699.9,1277.06,18877.41
45.82,58.95,5668.5,1277.3,18727.31
45.82,58.23,5624.3,1281.06,18813.41
45.82,57.9,5649.7,1277.81,18593.06
45.83,58.09,5612.3,1280.7,18865.72
45.83,58.25,5696.7,1292.08,19004.28
45.82,58.2,5670.8,1292.48,19151.94
45.82,58.37,5662.4,1295.5,19095.38
45.82,58.17,5636.6,1289.09,19204.42
45.82,58.33,5694,1293.67,19627.75
45.82,58.67,5702.4,1308.04,19686.92
45.82,58.94,5741.2,1314.5,19942.95
45.82,59.23,5728.6,1315.38,20110.37
45.82,59.25,5782.6,1316,20110.37
45.82,59.8,5795.2,1318.43,20439.14
45.82,60.48,5733.5,1316.33,20501.67
45.83,60.22,5671.1,1313.01,20160.41
45.82,60.44,5681.6,1312.41,20390.49
45.82,60.84,5790.7,1324.09,20333.37
45.82,60.85,5796.1,1325.54,20739.45
45.82,60.59,5901.1,1344.9,20756.98
45.83,60.25,5892.2,1344.33,20709.94
45.82,60.37,5890.3,1347.05,20699.19
45.83,60.42,5875.9,1349.96,21018.46
45.82,60.35,5895.5,1351.95,21010.01
45.83,60.06,5852.4,1342.64,20783.86
45.82,60.06,5905.7,1351.77,20887.4
45.83,60.02,5899.9,1350.5,20917.83
45.82,59.88,5892.2,1343.23,21365.23
45.83,59.98,5885.4,1358.04,21277.28
45.82,59.86,5905.1,1361.23,21491.62
45.82,60.02,5928.2,1362.21,21478.72
45.82,59.95,5916.6,1357.66,21549.28
45.82,60.29,5937.9,1363.46,21380.99
45.83,60.53,5935.1,1365.74,21406.86
45.82,60.5,5915.6,1367.59,21217.86
45.82,60.65,5927.9,1372.18,21568.73
45.83,60.5,5871.5,1365.68,21680.08
45.82,60.47,5931.3,1374.09,21387.96
45.82,60.12,5911.1,1369.63,21562.26
45.82,60.09,5874.8,1364.33,21265.31
45.82,59.76,5765.8,1343.36,20806.25
45.82,59.82,5791.4,1352.63,20627.78
45.83,60.18,5859.7,1365.91,20900.73
45.83,59.68,5887.5,1370.87,21086
45.83,59.65,5892.8,1371.09,21134.18
45.83,59.41,5955.9,1395.95,21339.7
45.82,58.96,5945.4,1394.28,21307.89
45.82,58.95,5940.7,1402.6,21353.53
45.82,59.09,5965.6,1404.17,21317.85
45.83,59.44,5961.1,1409.75,21115.29
45.83,59.22,5891.4,1405.52,20888.24
45.83,59.17,5892,1402.89,20856.63
45.83,59.23,5845.7,1392.78,20901.56
45.83,59.52,5854.9,1397.11,20668.8
45.83,59.87,5902.7,1416.51,20668.86
45.82,59.72,5869.6,1412.52,21046.91
45.83,59.69,5809,1405.54,20885.42
45.82,59.75,5742,1403.28,20609.39
45.82,59.94,5768.5,1408.47,20555.58
45.81,59.96,5874.9,1419.04,20522.26
45.82,59.43,5838.3,1413.38,20790.98
45.82,58.95,5723.7,1398.08,20593
45.83,59.35,5595.6,1358.59,20356.24
45.83,59.47,5634.7,1368.71,20140.67
45.82,59.85,5710.5,1387.57,20327.32
45.81,59.44,5651.8,1370.26,20701.04
45.82,59.51,5666.3,1369.57,20610.64
45.82,59.58,5767,1390.78,20562.31
45.82,59.67,5745.3,1385.14,20780.73
45.83,59.54,5744.6,1376.92,20995.01
45.82,59.65,5772.2,1378.53,21010.64
45.83,59.63,5665.6,1366.94,20624.39
45.83,59.78,5709.5,1371.97,20677.16
45.82,59.98,5718.9,1390.69,20646.29
45.83,60.12,5748.7,1399.98,20809.71
45.82,60.25,5777.1,1403.36,20741.45
45.83,60.5,5737.8,1397.91,21094.21
45.83,60.21,5758.1,1402.31,21309.08
45.82,60.22,5766.6,1391.57,21249.53
45.82,60.08,5655.1,1369.1,21086
45.83,60.1,5655.1,1369.58,20536.65
45.83,59.95,5554.6,1363.72,20484.75
45.83,59.68,5530.1,1354.58,20330.64
45.83,59.72,5544,1357.99,20227.28
45.83,59.65,5575.5,1353.39,19964.63
45.83,59.37,5465.5,1338.35,19735.04
45.83,58.86,5437.6,1330.66,19894.31
45.83,58.63,5405.3,1324.8,19259.83
45.83,58.75,5338.4,1304.86,19200.93
45.83,58.86,5267.6,1295.22,18951.85
45.83,59.17,5304.5,1315.99,18922.32
45.81,58.74,5403.3,1316.63,19039.15
45.81,58.61,5266.4,1318.86,18786.19
45.83,58.61,5350.1,1320.68,18666.4
45.83,58.63,5351.5,1317.82,18713.41
45.83,58.53,5391.1,1332.42,19055.46
45.83,58.3,5297.3,1313.32,18690.22
45.83,58.64,5320.9,1310.33,18629.52
45.83,58.96,5260.2,1278.04,18558.34
45.83,59.04,5260.2,1278.18,18185.59
45.83,58.76,5260.2,1285.5,18259.03
45.82,59.18,5384.1,1315.13,18520.53
45.82,58.92,5447.8,1314.99,18678.29
45.82,58.86,5435.1,1325.66,18502.34
45.82,58.58,5432.4,1308.93,18953.63
45.83,58.5,5473.7,1324.18,18872.56
45.83,58.37,5483.8,1314.88,19026.52
45.83,58.5,5467.1,1329.1,18808.4
45.82,59.03,5478.8,1342.84,19233.94
45.83,58.81,5491.1,1344.78,19427.81
45.81,59.09,5586.3,1357.98,19416.67
45.81,59.1,5622.3,1355.69,19518.85
45.83,58.66,5566.4,1325.51,19265.07
45.82,58.72,5513.7,1335.02,18995.13
45.83,58.63,5450.7,1313.72,18897.45
45.83,58.57,5447,1319.99,18981.84
45.82,58.49,5523.9,1331.85,19176.95
45.83,58.42,5493.1,1329.04,19025.27
45.81,59.13,5571.2,1362.16,19441.46
45.81,59.08,5640.6,1365.51,19441.46
45.81,59.16,5687.7,1374.02,19735.53
45.81,58.73,5692.6,1367.58,19809.13
45.81,58.64,5662.6,1354.68,19800.64
45.81,58.79,5627.3,1352.46,19428.09
45.81,58.75,5664.1,1341.47,19396.36
45.81,58.88,5664.5,1341.45,19419.87
45.81,58.81,5608.3,1334.76,19025.11
45.82,59.02,5666.1,1356.78,19092.63
45.81,59.36,5662.4,1353.64,19121.34
45.81,59.46,5629.1,1363.67,19455.33
45.81,59.6,5685.8,1372.78,19239.88
45.82,59.74,5714.2,1376.51,19559.05
45.81,59.34,5651.8,1362.66,19640.8
45.81,59.04,5533.9,1350.52,19053.47
45.82,58.73,5499.2,1338.31,18903.2
45.83,58.99,5498.3,1337.89,18877.33
45.82,59.58,5573.2,1360.02,18892.79
45.83,59.68,5627.2,1385.97,19274.96
45.83,59.58,5693.6,1385.3,19585.4
45.81,59.81,5635.3,1379.32,19796.81
45.82,59.47,5712.8,1375.32,19820.38
45.82,59.36,5662.3,1365,19690.2
45.82,59.98,5787.3,1390.99,19666.18
45.83,60.08,5808.8,1394.23,19998.72
45.82,59.92,5841.2,1401.35,20072.55
45.81,60.01,5845.9,1402.22,20065.52
45.81,59.81,5851.5,1402.8,20269.47
45.81,59.92,5847.1,1405.87,20136.12
45.81,59.94,5831.9,1404.11,20081.36
45.81,59.76,5864.8,1403.93,20291.68
45.81,59.54,5833,1405.53,20052.29
45.81,59.5,5834.5,1415.51,19962.95
45.81,59.45,5852.4,1418.16,20116.07
45.81,59.4,5824.4,1418.13,20104.27
45.81,59.77,5857.5,1413.17,20100.09
45.81,60.03,5774.2,1413.49,19887.78
45.81,60.19,5776.6,1402.08,20132.24
45.81,60.13,5776.6,1411.13,19880.03
45.81,60.15,5776.6,1410.44,19798.67
45.81,60.4,5775.7,1409.3,19811.8
45.81,60.15,5743.5,1410.49,19788.51
45.81,60.14,5719.5,1399.48,19552.91
45.81,60.45,5711.5,1406.58,19482.57
45.81,60.29,5672,1404.94,19429.91
45.82,60.42,5657.9,1403.44,19145.07
45.82,60.39,5777.3,1432.12,19209.3
45.81,61.12,5794.8,1437.92,19802.16
45.81,61.03,5793.2,1429.08,19827.17
45.81,61.47,5792.2,1433.56,19857.88
45.81,61.41,5782.1,1436.56,20075.39
45.81,61.85,5819.9,1459.99,20047.63
45.81,61.75,5915.6,1465.77,20629.78
45.81,61.6,5893.5,1461.19,20658.11
45.81,61.49,5868.2,1459.32,20601.93
45.81,61.69,5888.5,1461.05,20841.91
45.81,61.55,5854.6,1460.26,20590.92
45.81,61.52,5852.6,1460.15,20734.94
45.81,61.58,5838.8,1456.89,20694.7
45.81,61.55,5859.7,1441.59,20698.68
45.81,61.65,5768.1,1433.32,20527.73
45.82,61.86,5779.4,1447.15,20762.29
45.81,61.59,5742.1,1440.67,20840.38
45.81,61.44,5820.5,1444.49,20840.38
45.81,61.4,5825.8,1450.99,20888.28
45.81,61.63,5827.8,1461.4,20907.95
45.81,61.6,5871,1460.93,21012.38
45.81,61.42,5841.7,1455.88,20824.56
45.81,61.24,5810.3,1441.48,20937.28
45.82,61.4,5776.7,1432.56,20919.6
45.82,61.51,5829.8,1432.84,20999.05
45.81,61.71,5793.3,1428.59,21136.43
45.82,61.59,5805.6,1440.13,21148.25
45.81,61.68,5870.5,1454.92,21207.07
