XBB,SPY
22.21,127.49
22.23,125.72
22.23,126.49
22.32,123.9
22.32,126.04
22.44,123.26
22.39,124.68
22.39,128.67
22.39,128.71
22.45,130
22.46,129.15
22.39,127.99
22.28,130.14
22.47,132
22.4,131.97
22.5,133
22.53,129.35
22.5,130.63
22.44,130.35
22.43,128.7
22.37,126.87
22.54,127.57
22.5,127.57
22.35,128.38
22.32,130.23
22.42,131.2
22.52,131.48
22.54,129.82
22.56,129.5
22.49,128.54
22.44,127.42
22.41,127.35
22.52,124.23
22.61,124.13
22.71,122.12
22.67,123.41
22.76,124.22
22.74,123.21
22.76,124.21
22.71,121.47
22.66,120.43
22.82,117.31
22.85,116.1
22.8,114.92
22.79,117.68
22.88,118.68
22.83,116.96
22.85,118.9
22.74,119.49
22.74,118.61
22.66,120.77
22.7,122.71
22.74,121.16
22.73,117.92
22.63,116.97
22.71,117.74
22.76,116.99
22.8,117.59
22.85,118.68
22.86,119.89
22.77,118.83
22.79,118.81
22.85,119.14
22.77,119.49
22.7,118.5
22.74,119.23
22.79,120.73
22.7,121.64
22.65,121.52
22.74,120.33
22.71,117.65
22.7,117.37
22.76,116.92
22.85,117.66
22.93,115.22
22.99,114.03
23.07,112.53
23.06,116.58
23,115.49
23.06,115.74
23.07,113.95
23.15,112.8
23.08,117.48
23.11,114.57
23.08,116.69
23.19,119.03
23.23,119.14
23.19,117.68
23.19,117.31
23.23,116.19
23.13,116.6
23.21,120.7
23.18,120.78
23.21,121.08
23.2,120.94
23.18,121
23.03,120.88
23.02,120.01
23.02,120.17
23.06,117.84
22.99,117.44
22.95,117.72
23.06,120.91
23.02,121.08
23.02,122.35
23.05,122.41
22.9,121.87
22.93,121.68
22.83,122.21
22.85,123.34
22.9,123.36
22.94,122.88
22.94,122.15
22.89,124.68
22.77,125.02
22.83,124.42
22.94,125.5
23.05,123.27
23.16,122.95
23.13,122.72
23.09,124.1
23.04,124.11
23.05,124.37
23.08,125.93
23.14,126.04
23.22,126.39
23.13,125.36
23.18,123.24
23.24,123.26
23.25,121.61
23.28,122.51
23.2,123.07
23.1,123.69
23.08,124
23.14,122.72
23.1,122
23.04,121.94
23,124.38
23.04,120.41
23.19,120.7
23.2,120.1
23.19,118.34
23.08,118.79
23.16,120.29
23.08,120.36
22.9,119.78
22.93,118.61
22.88,118.76
22.83,116.83
22.83,116.72
22.89,116.49
22.96,117.04
22.95,113.86
22.97,113.24
22.99,113.64
23.06,113.99
23.07,112.04
23.08,112.15
23.08,111.01
23.1,112.98
23.03,110.8
23.06,111.26
23.12,109.96
23.14,108.97
23.12,107.43
23.16,110.07
23.12,111.17
23.16,111.86
23.18,111.92
23.2,113.19
23.08,113.81
23.07,111.44
23.09,111.42
23.09,109.78
23.07,112.13
23,114.12
23.09,112.62
23.06,112.02
23.15,110.98
23.15,113.97
23.09,114.48
23.27,112.78
23.33,114.87
23.29,116.06
23.28,114.85
23.4,114.16
23.39,115.02
23.34,115.58
23.41,114
23.39,112.76
23.41,113.28
23.45,113.48
23.49,115.12
23.44,112.78
23.41,113.11
23.37,114.21
23.34,115.6
23.36,114.36
23.41,113.65
23.38,113.55
23.42,110.13
23.4,110.48
23.5,112.76
23.46,109.41
23.5,109.85
23.51,111.44
23.5,111.96
23.53,106.63
23.51,108.42
23.51,103.54
23.37,106.61
23.51,110.85
23.44,108.34
23.4,105.87
23.32,106.21
23.25,107.87
23.22,107.93
23.13,99.47
23.1,103.59
23.1,103.65
23.08,99.89
23.33,98.54
22.97,93.52
23.02,89.33
23.06,87.08
23.11,81
23.21,79.04
23.15,90.51
23.04,89.17
22.98,80.39
22.71,83.74
22.79,83.24
22.84,88.24
22.84,85.61
22.79,80.95
22.8,81.88
22.93,77.73
22.94,74.97
22.95,83.73
22.93,83.13
22.84,86
22.8,86.48
22.7,86.73
22.75,89.67
22.71,85.9
22.74,81.14
22.8,83.82
22.9,82.72
22.94,80.17
22.93,76.64
22.99,81.42
22.99,77.36
23.03,76.33
22.95,77.77
23.03,72.78
23.08,67.38
23.19,71.02
23.11,75.94
23.21,76.5
23.08,79.46
23.07,80.46
23.19,73.33
23.23,76.15
23.29,77.98
23.27,76.18
23.47,78.53
23.48,81.27
23.45,79.93
23.47,80.47
23.46,78.54
23.55,79.47
23.55,78.37
23.51,82.05
23.46,81.26
23.46,79.74
23.5,79.4
23.52,78.38
23.68,77.57
23.81,78.02
23.81,78.47
23.79,78.25
23.85,80.1
23.79,81.24
24.05,83.69
23.9,83.59
24.02,84.15
23.88,81.63
23.69,81.96
23.74,80.21
23.77,78.28
23.79,78.43
23.94,75.96
23.97,75.99
24.05,76.58
24.23,72.54
24.13,75.67
24.12,74.5
24.03,74.82
24.05,75.34
24.03,76.1
23.91,78.68
23.95,76.12
23.85,74.57
23.8,74.35
23.89,75.39
23.73,75.02
23.7,76.14
23.78,78.31
23.79,78.42
23.65,74.82
23.82,75.27
23.83,75.32
23.79,74.51
23.9,71.32
24,71.15
24.02,70.39
23.97,69.7
24.12,67.21
24.08,69.76
23.99,69.21
24.09,68.08
24.1,66.56
24.04,63.56
23.84,63.08
23.89,64.58
23.93,61.94
24.04,62.05
24.04,61.32
23.99,64.98
24.12,65.4
24.05,67.97
24.04,68.5
23.92,68.3
23.97,70.39
24.01,71.96
24.09,71.07
24.13,69.56
24.14,74.55
24.24,73.08
24.26,73.86
24.34,75.36
24.26,74
24.21,71.44
24.16,72.11
24.22,73.5
24.19,75.65
24.28,76.4
24.34,75.8
24.3,74.04
24.25,74.83
24.22,77.81
24.13,77.83
24.23,76.48
24.25,77.3
24.26,78.43
24.24,78.96
24.33,75.65
24.33,77.13
24.29,76.66
24.26,77.41
24.35,78.58
24.43,77.84
24.42,77.59
24.34,79.24
24.37,79.27
24.38,79.69
24.41,82.41
24.36,82.12
24.31,83.55
24.37,82.39
24.43,84.31
24.5,82.73
24.46,82.49
24.43,80.41
24.33,81.1
24.4,80.44
24.38,82.72
24.39,82.62
24.47,82.07
24.48,80.89
24.46,80.72
24.41,82.79
24.34,81.31
24.29,82.44
24.33,83.9
24.28,85.93
24.06,86.01
24.2,84.92
24.31,85.72
24.26,85.73
24.28,85.38
24.37,85.82
24.42,85.6
24.31,85.98
24.31,86.21
24.33,84.24
24.22,83.1
24.38,83.01
24.43,83.62
24.44,83.93
24.53,81.41
24.49,81.48
24.43,82.18
24.43,83.97
24.53,83.75
24.51,84.53
24.43,83.85
24.53,84.19
24.49,81.9
24.59,81.89
24.63,80.3
24.62,80.25
24.63,80.4
24.7,80.21
24.71,82.16
24.75,82.63
24.75,85.04
24.73,84.91
24.72,85.84
24.61,86.75
24.57,87.15
24.65,87.13
24.64,89.05
24.71,89.42
24.73,89.68
24.69,89.26
24.6,89.04
24.56,89.98
24.57,90.1
24.63,91.59
24.68,91.83
24.69,91.56
24.75,91.09
24.77,92.28
24.73,92.09
24.79,90.94
24.72,91.92
24.78,92.62
24.88,91.91
24.9,89.65
24.78,90.36
24.89,91.15
24.96,92.09
25.01,93.9
24.99,93.89
24.95,94.07
24.92,94.08
24.96,94.29
24.95,94.27
24.95,93.43
24.95,91.37
24.92,91.02
24.95,91.78
25,93.07
25.08,93.87
25.09,94.59
25.06,95.56
25.01,95.54
24.99,96
25.11,96.4
25.11,97.86
25.01,97.72
25.07,97.78
25.11,97.53
25.07,98.1
25.09,97.28
25.02,96.21
24.99,95.7
25.06,97.41
25.11,97.12
25.12,96.74
25.2,94.34
25.21,93.9
25.28,95.31
25.26,96.67
25.32,96.94
25.32,97.68
25.29,98.27
25.25,98.66
25.21,98.46
25.08,100.15
25.09,100.52
24.91,99.77
24.98,100.59
25.05,100.06
25.06,99.16
25.18,100.17
25.19,99.03
25.2,97.95
25.13,97.5
25.1,95.66
25.16,97.72
25.13,94.88
25.05,95.58
25.26,95.88
25.26,96.13
25.2,97.9
25.21,98.15
25.16,100.39
25.15,100.41
25.19,100.92
25.15,99.9
25.21,100.44
25.14,101.89
25.16,102.01
25.23,101.95
25.36,100.62
25.27,100.26
25.38,101.54
25.38,101.69
25.39,102.05
25.4,100.39
25.53,100.73
25.57,101.98
25.59,101.93
25.6,101.13
25.59,101.71
25.57,101.55
25.56,100.43
25.44,100.8
25.39,101.37
25.38,101.8
25.43,102.5
25.4,102.02
25.39,102.18
25.32,100.95
25.32,101.52
25.3,102.55
25.39,102.92
25.36,103.12
25.26,103.61
25.16,103.83
25.2,103.69
25.23,103.65
25.17,102.65
25.27,104.39
25.26,104.67
25.21,104.74
25.25,105.19
25.13,105.54
25.15,105.68
25.25,104.7
25.3,105.58
25.4,105.87
25.34,104.68
25.3,105.99
25.45,104.91
25.39,102.89
25.45,100.6
25.52,101.12
25.61,100.69
25.63,101.17
25.59,100.01
25.58,98.92
25.66,100.46
25.63,101.68
25.66,101.17
25.61,98.05
25.66,98.25
25.58,97.54
25.7,98.77
25.65,98.57
25.69,99.6
25.63,99.52
25.55,101.09
25.56,101.57
25.62,102.17
25.52,102.38
25.56,102.4
25.5,101.15
25.49,102.08
25.47,101.94
25.61,102.01
25.57,103.07
25.7,103.35
25.69,103.45
25.69,103.76
25.74,105.24
25.68,105.26
25.65,105.44
25.62,105.91
25.54,106.35
25.5,106.36
25.52,106.38
25.6,107.23
25.53,107.87
25.61,107.81
25.63,107.27
25.65,107.84
25.63,108.6
25.49,108.07
25.56,107.9
25.6,107.83
25.49,108.51
25.46,108.59
25.52,108.22
25.46,108.96
25.46,109.85
25.48,110.11
25.44,109.48
25.37,109.86
25.3,110.58
25.4,110.75
25.35,110.84
25.36,112.09
25.36,112.19
25.29,110.4
25.21,110.82
25.23,111.81
25.3,111.6
25.37,111.94
25.25,112.67
25.17,112.24
25.2,109.59
25.25,110.42
25.24,111.79
25.37,109.89
25.29,111.32
25.37,108.7
25.48,108.05
25.37,104.46
25.53,102.91
25.56,107.44
25.51,107.14
25.55,108.64
25.5,107.28
25.5,105.34
25.42,105.4
25.54,103.96
25.75,103.37
25.55,99.47
25.64,100.92
25.72,99.63
25.78,99.73
25.78,99.13
25.89,102.45
25.78,101.16
25.6,99.46
25.77,102.05
25.65,102.4
25.81,98.8
25.75,97.57
25.78,98.62
25.95,98.09
25.87,100.96
25.88,101.45
25.82,101.29
25.7,103.59
25.71,103.56
25.62,103.72
25.7,103.84
25.69,103.54
25.86,101.83
25.84,101.51
25.8,99.83
25.96,100.25
25.91,99.93
25.92,96.85
26,95.93
26.05,95.5
26.2,94.98
26.18,95.6
26.18,98.61
26.26,99.59
26.23,100.33
26.16,100.4
26.1,101.91
26.03,101.9
26.08,101.93
26.01,99.12
26.04,99.71
26.09,100.82
26.18,99.51
26.14,101.73
26.15,102.61
26.23,103.68
26.18,103.67
26.17,103
26.13,102.5
26.14,102.48
26.18,104.79
26.21,104.29
26.35,104.99
26.35,104.88
26.31,104.45
26.34,105.01
26.34,104.44
26.43,101.58
26.46,100.96
26.5,100.66
26.46,100.61
26.5,101.85
26.58,102.03
26.55,100.26
26.54,99.93
26.61,99.55
26.67,98.07
26.69,98.46
26.79,97.8
26.76,99.31
26.83,97.87
26.67,97.87
26.72,100.8
26.77,101.74
26.7,103.06
26.75,101.89
26.59,102.61
26.74,103.08
26.69,103.6
26.6,104.76
26.59,104.69
26.56,105.09
26.58,105.06
26.58,105.1
26.59,106.71
26.57,106.49
26.59,105.97
26.64,105.11
26.75,107.28
26.82,106.77
26.78,107.14
26.81,106.95
26.9,106.63
26.93,107.08
26.94,106.28
26.93,108.42
26.93,108.41
26.92,108.28
26.97,108.89
26.98,108.99
26.99,109.33
27,110.18
26.98,109.75
26.97,109.97
26.97,110.51
26.97,109.06
27.05,110.13
27.06,110.37
27.08,110.58
27.11,110.9
27.13,110.92
27.05,110.61
26.99,110.62
27.02,110.71
27.07,110.75
27.05,111.62
26.97,112.07
26.96,114.23
27,114.66
26.98,114.45
27.01,113.62
26.88,114.08
26.8,113.65
26.84,112.31
26.75,112.15
26.59,110.4
26.69,110.46
26.63,112.08
26.59,112.39
26.65,112.3
26.7,110.67
26.67,112.31
26.57,111
26.58,111.33
26.68,110.71
26.7,113.06
26.73,114.51
26.68,114.82
26.58,114.7
26.53,114.76
26.63,115.18
26.53,115.63
26.46,116.3
26.47,116.38
26.37,116.48
26.45,115.95
26.35,116.62
26.42,116.75
26.46,117.03
26.69,117.77
26.66,118.14
26.65,117.97
26.66,118.02
26.73,118.18
26.73,118.27
26.75,118.08
26.74,118.11
26.82,119.33
26.7,119.26
26.61,119.88
26.57,119.65
26.64,119.41
26.7,119.26
26.64,119.69
26.62,120.77
26.56,120.57
26.52,121.44
26.56,121.65
26.49,120.46
26.56,120.3
26.52,120.57
26.42,121.26
26.52,121.32
26.61,121.79
26.52,122.09
26.62,119.96
26.68,120.86
26.64,122.8
26.6,122.56
26.55,122.83
26.53,123.18
26.47,123.95
26.46,124.51
26.44,124.23
26.44,124.28
26.42,125.02
26.45,125.32
26.45,124.93
26.39,125.72
26.36,126.09
26.39,126.36
26.39,123.82
26.53,123.06
26.6,122.97
26.66,124.29
26.7,125.06
26.66,122.97
26.67,123.24
26.63,125.36
26.57,124.42
26.63,123.44
26.59,124.52
26.51,124.35
26.6,122.04
26.68,122.89
26.7,122.15
26.76,120.75
26.73,118.51
26.85,120.08
26.87,120.52
26.84,122.39
26.83,121.96
26.83,122.31
26.86,123.48
26.85,123.86
26.83,123.56
26.8,124.39
26.74,125.24
26.72,125.07
26.68,125.6
26.62,125.71
26.61,125.69
26.58,126.08
26.53,125.76
26.51,125.33
26.5,124.95
26.46,124.02
26.55,124.01
26.63,124.1
26.68,124.56
26.74,123.16
26.83,123.87
26.76,125.56
26.68,126.2
26.76,126.06
26.8,127.15
26.86,127.98
26.8,128.39
26.85,128.7
26.87,128.5
26.91,128.04
26.95,127.19
27.01,126.04
27.03,126.59
27.06,127.08
27.01,128.17
26.98,126.82
26.99,127.42
26.99,126.44
27.03,125.64
27.09,125.62
27.05,126.74
27.01,127.05
27.01,126.04
27.09,124.57
27.21,124.47
27.25,124.89
27.31,125.46
27.26,125.94
27.25,127.25
27.28,124.4
27.35,124.26
27.3,123.03
27.38,121.73
27.36,121.65
27.36,121.14
27.4,122.07
27.35,120.37
27.39,120.46
27.4,121.99
27.34,119.82
27.5,120.08
27.57,120.44
27.52,121.06
27.5,122.72
27.46,121.98
27.5,121.63
27.58,120.22
27.68,121.29
27.63,122.87
27.5,123.92
27.31,125.11
27.27,126.96
27.33,126.85
27.41,127
27.45,128.32
27.44,127.41
27.56,125.11
27.71,124.57
27.68,124.98
27.69,124.12
27.66,124.84
27.67,123.82
27.74,125.83
27.7,125.75
27.64,127.5
27.57,127.58
27.67,126.87
27.67,126.4
27.7,123.81
27.72,123.45
27.73,122.6
27.86,122.08
28.1,118.96
28.07,119.61
28.37,114.01
28.13,113.84
28.3,106.42
28.33,111.37
28.56,106.45
28.34,111.23
28.39,111.98
28.28,114.35
28.32,113.37
28.42,113.45
28.53,108.55
28.6,106.78
28.6,106.87
28.52,110.38
28.34,111.94
28.33,110.23
28.4,111.83
28.3,115.05
28.37,115.35
28.23,115.86
28.33,114.65
28.48,111.72
28.63,110.91
28.55,114.03
28.61,112.85
28.8,109.89
28.71,110.6
28.64,111.62
28.59,113.16
28.52,115.11
28.51,115.8
28.62,114.64
28.62,114.51
28.69,111.14
28.9,107.54
28.83,108.19
28.7,110.76
28.6,112
28.59,109.72
28.6,110.58
28.7,107.82
28.79,104.75
28.8,107.05
28.7,109.03
28.59,111
28.58,110.26
28.51,113.95
28.41,114.06
28.53,115.06
28.33,114.83
28.52,116.8
28.49,114.57
28.46,116.81
28.48,115.42
28.42,115.93
28.39,118.13
28.51,119.58
28.39,117.25
28.25,118.45
28.35,122.57
28.59,122.54
28.83,119.59
28.77,116.25
28.73,118.15
28.81,120.3
28.83,119.57
28.78,120.31
28.91,121.86
28.91,117.36
28.79,118.46
28.88,120.69
28.87,119.55
28.9,120.14
28.92,118.24
28.79,116.36
28.87,116.23
28.92,114.02
28.98,113.58
28.96,111.07
28.85,110.86
28.86,114.07
28.8,114.4
28.81,119.1
28.89,119.08
28.9,118.98
28.98,120.27
28.96,120.31
29.04,120.76
29.13,118.11
29.03,120.11
29.07,118.36
29.11,117.25
29.23,116.01
29.27,116.43
29.31,116.6
29.38,115.35
29.31,118.84
29.3,119.07
29.31,120.13
29.32,121.2
29.28,121.3
29.34,119.7
29.32,120.94
29.24,120.35
29.22,122.27
29.26,122.46
29.34,122.78
29.34,122.47
29.3,122.76
29.37,123.83
29.34,123.9
29.38,124.19
29.34,123.55
29.41,124.03
29.31,125.4
29.25,126.06
29.18,126.53
29.12,126.21
29.14,126.06
29.18,127.12
29.25,126.47
29.3,126.41
29.39,125.98
29.43,125.93
29.38,127.03
29.37,127.23
29.2,129.02
29.34,128.93
29.27,129.26
29.19,129.64
29.15,129.8
29.28,128.84
29.25,129.8
29.29,129.64
29.34,129.04
29.27,130.46
29.27,130.81
29.21,130.87
29.24,130.44
29.27,131.02
29.31,131.31
29.32,131.53
29.37,131.91
29.3,131.39
29.31,132.08
29.37,131.67
29.33,131.14
29.37,129.22
29.27,130.12
29.28,131.41
29.24,131.92
29.33,131.93
29.2,134.31
29.09,134.17
28.97,134.94
28.93,135.13
28.85,135.66
28.9,135.26
28.95,135.04
29.05,134.07
29.06,134.5
29.08,136.39
29.14,135.97
29.15,135.29
29.22,135.06
29.19,135.62
29.22,136.61
29.07,136.05
29.15,134.71
29.13,134.64
29.25,133.13
29.36,130.89
29.29,131.95
29.27,133.67
29.34,132.09
29.3,132
29.19,133.95
29.2,133.5
29.25,132.64
29.18,132.87
29.2,131.75
29.14,132.25
29.12,134.06
29.13,134.99
29.11,135.22
29.24,134.72
29.2,135.55
29.24,135.15
29.3,134.12
29.45,131.95
29.42,132.05
29.46,131.52
29.44,130.74
29.46,131.01
29.49,130.61
29.49,129.17
29.45,128.43
29.49,127.93
29.58,126.04
29.57,124.96
29.53,127.11
29.6,127.33
29.59,127.4
29.74,127.65
29.68,127.23
29.62,128.77
29.71,126.9
29.79,126.62
30.06,123.44
29.92,123.38
29.86,124.31
29.71,127.11
29.66,127.18
29.73,128.19
29.75,126.57
29.73,128.02
29.78,127.2
29.73,128.55
29.78,129.87
29.75,130.12
29.74,131.38
29.72,131.16
29.81,128.22
29.75,129.21
29.83,127.14
29.77,127.77
29.81,128.93
29.86,128.56
29.83,131.76
29.8,132.16
29.85,133.03
29.93,132.43
29.96,131.17
30.01,131.01
29.98,129.87
29.99,129.89
30.05,129.26
30.03,131.42
30.08,131.11
30.1,132.01
30.07,132.99
30.04,133.34
30.12,132.12
30.17,130.79
30.17,129.66
30.14,129.69
30.06,131.83
29.9,134.26
29.94,134.26
30.04,133.32
29.99,133.21
30.1,132.29
29.98,134.91
29.8,135.17
29.8,135.85
29.86,136.01
29.94,136.13
29.93,136.35
29.83,136.28
29.68,136.3
29.65,136.46
29.68,137.47
29.68,137.65
29.68,137.66
29.8,137.24
29.86,137.3
29.88,136.18
29.88,137
29.92,137.03
29.89,136.89
29.98,137
30,136.01
30.02,136.66
30.02,136.54
29.86,136.42
29.84,139.19
29.86,139.73
29.85,138.94
29.77,139.32
29.8,139.79
29.72,141.92
29.77,142.55
29.85,142.06
29.9,141.95
29.99,142.03
29.99,142.04
30.02,141.98
30.04,141.76
30.16,140.25
30.13,139.46
30.15,140.78
30.19,140.13
30.19,140.5
30.2,140.64
30.1,141.22
30.02,142.23
30.02,142.24
30.05,141.75
30.05,140.35
30.05,139.45
30.05,139.53
30.03,139.08
29.92,140.23
29.87,141.65
29.96,142.3
29.93,141.93
29.99,139.56
30.01,139.58
29.9,137.64
30.02,137.26
30.07,137.65
30.07,137.58
30.14,137.58
30.13,139.02
30.13,137.78
30.14,138.06
30.07,139.14
30.15,135.99
30.22,134.35
30.22,134.47
30.26,134.58
30.26,134.11
30.25,132.3
30.24,132.08
30.24,132.73
30.18,135.42
30.12,135.47
30.08,135.73
30.15,137.58
30.09,137.28
30.16,136.58
30.19,137.68
30.27,138.33
30.22,138.36
30.28,137.67
30.28,137.48
30.27,137.72
30.3,138.19
30.31,138.61
30.25,138.67
30.24,139.61
30.24,139.68
30.2,138.82
30.12,138.31
30.12,139.93
30.11,141.49
30.1,140.44
30.13,141.25
30.16,139.96
30.19,139.53
30.21,138.94
30.26,138.76
30.29,137.26
30.21,139.59
30.1,143.17
30.02,142.85
30,143.47
30,143.08
30.09,142.67
30.08,143.03
30.04,144.17
30.08,144.16
30.05,144.06
30.1,144.16
30.14,144.14
30.07,145.07
30.11,145.39
30.08,146.18
30.08,146.41
30.19,146.45
30.14,147.28
30.06,147.1
30.02,147.68
30,147.1
30,146.74
30.01,148.25
29.9,146.58
29.97,148.06
29.93,148.17
30,147.97
29.95,148.8
30.02,148.77
30.03,149.01
29.98,149.14
29.93,149.28
29.99,149.1
29.96,150.22
29.94,148.34
29.98,147.44
30.05,148.88
30.11,146.05
30.21,147.05
30.22,148.9
30.23,148.61
30.3,149.1
30.33,149.89
30.33,151.24
30.32,151.44
30.31,151.72
30.25,152.36
30.15,152.94
30.12,152.6
30.2,152.81
30.19,153.63
30.14,153.42
30.22,152.58
30.28,152.22
30.34,153.29
30.27,151.98
30.32,153.2
30.33,152.56
30.34,153.78
30.33,153.78
30.41,154.25
30.4,153.64
30.43,154.4
30.42,152.83
30.49,153.45
30.56,152.77
30.69,153.8
30.65,154.33
30.63,156.22
30.54,156.73
30.57,156.35
30.63,152.73
30.69,154.98
30.65,152.72
30.68,151.76
30.7,153.08
30.71,153.76
30.69,155.34
30.67,155.44
30.7,156.07
30.65,155.8
30.7,156.84
30.73,157.22
30.76,155.84
30.79,157.28
30.82,158.88
30.64,159.28
30.58,160.09
30.56,160.82
30.57,160.37
30.63,160.89
30.52,161.02
30.47,162.68
30.39,163.56
30.48,162.79
30.52,164.36
30.51,164.35
30.51,164.59
30.43,163.37
30.42,162.9
30.46,162.76
30.38,163.73
30.29,162.67
30.27,163.27
30.28,160.93
30.29,161.81
30.32,161.04
30.31,158.78
30.36,160.22
30.32,162.26
30.15,162.26
30.02,160.58
30.05,159.25
30.03,161.68
30.12,160.66
30.19,161.9
30.16,163.18
30.12,160.93
29.99,156.94
29.84,157.44
29.6,155.45
29.49,156.95
29.45,158.5
29.52,159.43
29.62,158.78
29.6,159.71
29.68,159.56
29.71,159.63
29.71,161.35
29.52,162.27
29.66,163.44
29.65,163.5
29.6,165.73
29.71,165.8
29.72,166.43
29.75,165.81
29.76,166.23
29.85,167.14
29.79,167.44
29.85,167.77
29.91,167.41
29.8,166.8
29.69,167.2
29.69,167.38
29.74,166.87
29.68,166.87
29.61,166.99
29.68,168.92
29.57,169.2
29.66,168.95
29.64,167.99
29.66,167.45
29.67,168.06
29.71,167.58
29.66,167.38
29.53,167.88
29.46,167.01
29.37,164.68
29.28,164.13
29.24,163.09
29.32,163.89
29.24,162.88
29.24,164.36
29.32,164.92
29.42,164.3
29.54,161.66
29.47,162.23
29.51,162.49
29.47,161.98
29.35,162.71
29.29,164.06
29.16,164.26
29.16,164.34
29.21,165.92
29.1,167.14
29.18,167.67
29.16,167.22
29.18,167.6
29.16,168.57
29.21,169.32
29.35,171.28
29.31,170.99
29.35,169.8
29.41,169.01
29.56,168.61
29.57,168.13
29.55,168.77
29.62,168
29.64,167.1
29.63,168.43
29.63,168.27
29.62,166.71
29.58,167.98
29.6,166.53
29.59,164.59
29.58,164.71
29.53,168.26
29.54,169.34
29.53,170.02
29.52,168.78
29.61,171.14
29.66,172.28
29.63,173.45
29.75,173.46
29.86,174.46
29.89,173.63
29.93,174.2
29.97,175
29.97,175.28
30,176.21
29.98,175.34
29.86,174.84
29.84,175.26
29.85,175.88
29.83,175.32
29.86,176.21
29.67,173.99
29.69,176.33
29.64,176.36
29.72,176
29.83,177.42
29.84,178.3
29.9,179.08
29.9,178.45
29.74,178.06
29.73,177.51
29.86,178.94
29.91,179.83
29.95,179.65
29.93,179.7
29.94,180.14
29.9,180.02
29.82,179.56
29.89,178.78
29.79,178.76
29.74,177.97
29.72,179.96
29.75,180.42
29.94,179.77
29.83,177.75
29.81,177.17
29.8,177.15
29.84,178.25
29.86,177.69
29.84,180.72
29.85,180.51
29.87,181.56
29.9,182.53
29.87,182.93
29.7,183.86
29.84,183.85
29.81,183.82
29.83,184.69
29.85,182.92
29.91,182.89
29.93,182.36
29.88,183.48
29.95,183.52
30.11,183.64
30.17,184.14
30.09,181.69
30.1,183.67
30.18,184.66
30.25,184.42
30.24,183.64
30.24,184.18
30.27,184.3
30.41,182.79
30.4,178.89
30.33,178.01
30.38,179.07
30.45,177.35
30.49,179.23
30.52,178.18
30.58,174.17
30.53,175.39
30.45,175.17
30.36,177.48
30.41,179.68
30.4,180.01
30.35,181.98
30.33,182.07
30.36,183.01
30.39,184.02
30.37,184.24
30.4,183.02
30.4,184.1
30.45,183.89
30.48,184.91
30.5,184.84
